time,JS_NH3,CS_NH3,JS_TN,CS_TN,JS_LL,CS_LL,MCCS_NH4,MCCS_NO3,JS_COD,CS_COD,JS_SW,CS_SW,B_HYC_NH4,B_HYC_XD,B_HYC_MLSS,B_HYC_JS_DO,B_HYC_DO,B_CS_MQ_SSLL,B_QY_ORP,N_HYC_NH4,N_HYC_XD,N_HYC_MLSS,N_HYC_JS_DO,N_HYC_DO,N_CS_MQ_SSLL,N_QY_ORP
2022/7/20 17:52,34.8115,0.0176,39.2852,11.8923,1643.6942,841.9703,0.1671,10.7487,254.3,10.0,26.9301,31.2879,0.1999,8.1026,6039.4268,0.1452,1.0866,4400.3457,118.8513,1.7997,2.9853,5984.4648,0.1927,0.6359,3015.019,102.4306
2022/7/20 17:54,34.8115,0.0176,39.2852,11.8923,1091.5809,-2699.4001,0.1671,10.791,254.3,10.0,26.9243,31.288,0.2077,8.4853,6008.8052,0.2241,1.297,4401.1309,118.8513,2.1216,2.6123,5937.7476,0.1625,0.6552,3015.1169,102.7199
2022/7/20 17:56,34.8115,0.0176,39.2852,11.8923,1044.0713,352.3141,0.1592,10.9006,254.3,10.0,26.9251,31.2889,0.2136,7.9102,6127.3652,0.195,1.4611,4401.3271,118.8513,1.9606,2.8832,5992.709,0.1283,0.5978,3015.7061,102.7199
2022/7/20 17:58,34.8115,0.0176,39.2852,11.8923,1039.8938,934.344,0.1592,10.9321,254.3,10.0,26.9398,31.2872,0.2156,8.2203,6051.9893,0.1448,1.6527,4400.6396,118.7066,1.8821,2.9853,5960.9102,0.1727,0.5817,3011.4858,103.1539
2022/7/20 18:00,34.8115,0.0176,39.2852,11.8923,1023.1855,475.8546,0.1592,10.9494,254.3,10.0,26.9555,31.2851,0.2136,7.9436,6048.4561,0.164,1.5306,4399.2656,118.8513,1.9174,2.9205,5953.8438,0.1574,0.7965,3010.9951,103.1539
2022/7/20 18:02,34.8115,0.0963,39.2852,11.8923,1058.1121,946.7355,0.1592,11.0026,254.3,10.0,26.9713,31.2849,0.2136,8.3892,6020.5825,0.0977,1.4274,4396.2236,118.8513,2.1687,2.5083,5919.689,0.1774,0.8153,3015.019,103.5156
2022/7/20 18:04,32.8739,0.1225,39.2852,11.8923,1058.074,959.1271,0.1592,10.9679,254.3,10.0,26.9832,31.2853,0.2058,8.7955,6113.625,0.1193,1.142,4395.6348,118.8513,1.9665,2.8125,5955.4141,0.164,0.842,3010.0137,103.7327
2022/7/20 18:06,32.0761,0.1225,39.2852,11.8923,1836.9973,1546.4141,0.1592,10.9342,254.3,10.0,26.9883,31.2849,0.1999,8.4795,6107.3442,0.1837,0.9806,4395.7324,118.8513,2.1294,2.5358,5903.1997,0.164,0.6979,3009.0322,104.022
2022/7/20 18:08,32.0761,0.1225,39.2852,11.8923,1711.9052,1013.5753,0.1592,10.9028,254.3,10.0,26.9848,31.2841,0.2077,8.7268,6206.667,0.1342,1.1502,4394.5547,118.8513,2.0941,2.6103,5978.1836,0.1558,0.9983,3012.8599,104.3837
2022/7/20 18:10,32.0761,0.1225,39.2852,11.8923,1672.5267,1001.9346,0.1592,10.8963,254.3,10.0,26.969,31.2835,0.2038,8.344,6143.8535,0.1456,1.2138,4396.0273,118.8513,2.0313,2.7419,5977.0059,0.1715,0.8903,3015.4114,104.7454
2022/7/20 18:12,32.0761,0.1225,39.2852,11.8923,1674.1725,1543.7856,0.1592,10.9223,254.3,10.0,26.9602,31.2859,0.2018,9.0624,6000.9531,0.1252,1.171,4397.5977,118.8513,2.1294,2.6045,5918.5112,0.1397,1.0485,3012.8599,105.3241
2022/7/20 18:14,32.0761,0.1225,39.2852,11.8923,1671.5226,1452.1627,0.1592,10.9494,254.3,10.0,26.9543,31.2872,0.1999,8.2753,6081.0405,0.1208,1.1851,4399.168,118.8513,1.8958,2.9146,6001.7388,0.166,0.9468,3014.1357,105.9751
2022/7/20 18:16,32.0761,0.1225,39.2852,11.8923,1667.5559,-2248.7964,0.1569,10.9277,254.3,10.0,26.9491,31.2866,0.2018,7.8003,6105.3809,0.1632,1.3402,4400.3457,118.8513,2.0489,2.6771,6011.1606,0.166,0.8648,3008.2471,106.3369
2022/7/20 18:18,32.0761,0.1225,39.2852,11.8923,1119.7023,936.597,0.1569,10.9071,254.3,10.0,26.9446,31.2878,0.2136,8.4579,6156.0229,0.1236,1.0795,4401.6211,118.8513,2.2492,2.3669,6081.8257,0.1208,0.9834,3012.0747,106.2645
2022/7/20 18:20,32.0761,0.1225,39.2852,11.8923,1113.6852,1556.1772,0.1569,10.8919,254.3,10.0,26.9408,31.287,0.2077,8.0771,6012.3384,0.1252,1.456,4398.9717,118.8513,2.2236,2.4062,5955.0215,0.1774,1.1812,3009.0322,106.3369
2022/7/20 18:22,32.0761,0.1225,39.2852,11.8923,1169.5623,1042.1134,0.1569,10.9017,254.3,10.0,26.9547,31.2871,0.2117,8.7641,6030.0044,0.122,1.668,4398.873,118.8513,2.3218,2.2629,5942.0664,0.1597,1.2774,3016.8838,106.3369
2022/7/20 18:24,32.0761,0.1225,39.2852,11.8923,1199.5092,1470.187,0.1569,10.9614,254.3,10.0,26.973,31.289,0.1999,8.1399,6050.4194,0.1314,1.7206,4397.1064,118.8513,1.9822,2.7458,5940.4956,0.153,1.3555,3012.5654,106.3369
2022/7/20 18:26,32.0761,0.1225,39.2852,11.8923,1180.5974,975.6494,0.1569,10.9549,254.3,10.0,26.9893,31.29,0.2058,8.9623,6210.2002,0.1766,1.1482,4395.8311,118.8513,2.4062,2.1608,5930.2886,0.1503,1.2334,3016.0005,106.3369
2022/7/20 18:28,32.0761,0.1225,39.2852,11.8923,1148.3209,1609.4985,0.1569,10.9505,254.3,10.0,27.005,31.2908,0.2018,8.6856,6059.0562,0.1507,1.5369,4396.8125,118.8513,2.0234,2.7458,5929.896,0.1735,1.4725,3015.6079,106.2645
2022/7/20 18:30,32.0761,0.1225,39.2852,11.8923,1867.4634,1018.4568,0.1569,10.9386,254.3,10.0,27.0177,31.2905,0.1999,8.1399,6048.8486,0.1303,1.2287,4395.0459,118.8513,2.1275,2.6103,5940.4956,0.177,1.2962,3010.5042,106.3369
2022/7/20 18:32,32.0761,0.1225,39.2852,11.8923,1664.8135,380.4768,0.1569,10.957,254.3,10.0,27.0255,31.2897,0.2097,8.6914,6047.6709,0.1044,1.4497,4396.7139,118.9236,2.2492,2.4356,6017.8345,0.1444,1.5,3011.4858,106.3369
2022/7/20 18:34,32.0761,0.1225,39.2852,11.8923,1693.8767,854.3619,0.1569,11.0645,254.3,9.6455,27.0138,31.29,0.2018,8.4127,6184.2896,0.1738,1.2095,4396.7139,118.9236,2.3218,2.2688,5997.4204,0.1825,1.3999,3015.4114,106.4091
2022/7/20 18:36,32.0761,0.1225,39.2852,11.8923,1709.1504,773.2531,0.1579,11.0981,251.5455,8.7,26.9957,31.2907,0.2117,8.1497,6216.0894,0.1711,1.0395,4398.3828,118.996,2.0313,2.7752,5932.644,0.1766,1.4203,3010.9951,106.4091
2022/7/20 18:38,32.0761,0.1225,38.9912,11.8923,1750.7739,-2819.937,0.1579,11.084,224.0,8.7,26.9856,31.2907,0.2038,8.5187,6217.6592,0.1676,0.983,4400.542,118.996,1.8212,3.1207,5933.4292,0.1585,1.2593,3017.2761,106.6262
2022/7/20 18:40,32.0761,0.1225,38.9048,11.8923,1760.6987,307.2537,0.1579,11.046,224.0,8.7,26.9829,31.2906,0.2058,8.5521,6199.9927,0.1464,1.3339,4399.2656,119.0682,1.7329,3.3307,6018.2275,0.1377,1.2279,3012.271,106.7708
2022/7/20 18:42,32.0761,0.1225,38.9048,11.8923,1760.9722,742.0864,0.1579,11.02,224.0,8.7,26.9856,31.2912,0.1999,8.4461,6121.8691,0.142,1.5232,4403.0938,119.3577,1.6269,3.5663,5998.2056,0.175,1.2904,3009.8174,107.0602
2022/7/20 18:44,32.0761,0.1225,38.9048,11.8923,1707.5272,326.7798,0.1579,11.0189,224.0,8.7,26.9911,31.2926,0.2136,8.2871,6017.0493,0.1401,1.5169,4402.6025,119.7917,1.623,3.7017,5901.6299,0.1656,1.0972,3017.8652,107.4943
2022/7/20 18:46,32.0761,0.1225,38.9048,11.8923,967.4349,683.1324,0.1579,11.0818,224.0,8.7,26.993,31.2929,0.2058,8.4853,6034.7158,0.1589,1.6048,4402.7988,120.4427,1.5994,3.8372,5923.6143,0.1742,1.0627,3012.1729,107.6389
2022/7/20 18:48,32.0761,0.1225,38.9048,11.8923,994.6611,234.4061,0.1579,11.3335,224.0,8.7,27.0007,31.2929,0.2018,7.7983,6098.314,0.1232,1.5828,4400.542,120.8767,1.5484,3.9746,5941.2808,0.1322,0.9645,3015.019,108.0005
2022/7/20 18:50,32.0761,0.1225,38.9048,11.8923,1005.3596,653.8431,0.1579,11.4876,224.0,8.7,27.0255,31.2931,0.2136,8.4579,6017.4419,0.1244,1.6021,4399.3643,121.5278,1.7486,3.3288,5867.083,0.1829,0.7097,3010.5042,108.8687
2022/7/20 18:52,32.0761,0.1225,38.9048,11.8923,1044.4189,357.5711,0.1579,11.5093,224.0,8.7,27.0447,31.2912,0.2097,8.5207,6099.8843,0.1397,1.6307,4398.7754,121.8895,1.6446,3.5015,5935.7847,0.1389,0.8157,3010.897,109.4474
2022/7/20 18:54,32.0761,0.1225,38.9048,11.8923,1089.7335,287.7275,0.1579,11.5093,224.0,8.7,27.0495,31.2915,0.2136,8.4912,6098.314,0.1201,1.6158,4396.4199,122.1788,1.57,3.6703,5864.3345,0.1711,0.6347,3011.3877,109.592
2022/7/20 18:56,32.0761,0.1225,38.9048,11.8923,1799.2048,771.7512,0.1521,11.5343,224.0,8.7,27.0563,31.2932,0.2058,7.3547,5980.9316,0.1181,1.4462,4396.7139,122.3235,1.6819,3.4642,5944.8145,0.1507,0.5374,3010.6025,109.809
2022/7/20 18:58,32.0761,0.1225,38.9048,11.8923,1725.1544,1229.8649,0.1521,11.5571,224.0,8.7,27.0625,31.2937,0.2136,7.9809,6108.9141,0.1892,1.4054,4394.0645,122.2512,1.7722,3.2287,5891.8154,0.1397,0.5547,3010.6025,109.9537
2022/7/20 19:00,32.0761,0.1225,38.9048,11.8923,1657.847,-2240.9109,0.1521,11.5104,224.0,8.7,27.052,31.2935,0.2136,8.662,6075.937,0.1487,1.6586,4396.6162,122.2512,1.7741,3.1933,5904.7705,0.1546,0.528,3010.7986,110.0261
2022/7/20 19:02,32.0761,0.1225,38.9048,11.8923,1668.5936,805.5463,0.1521,11.4659,224.0,8.7,27.0443,31.2918,0.2058,7.9711,6075.5439,0.1185,1.5444,4397.7939,122.2512,1.674,3.4269,5772.4707,0.1797,0.4243,3015.6079,110.0261
2022/7/20 19:04,32.0761,0.1225,38.9048,11.8923,1694.9072,1249.3911,0.1521,11.4258,224.0,8.7,27.0421,31.2922,0.2018,8.2066,6060.626,0.1452,1.5259,4399.6582,122.2512,1.621,3.5977,5983.6797,0.1644,0.4773,3016.3931,110.0261
2022/7/20 19:06,32.0761,0.1225,38.9048,11.8923,1751.4189,911.8138,0.1521,11.4149,224.0,8.7,27.0407,31.2941,0.2097,8.3538,6097.5288,0.1138,1.5004,4400.1494,122.2512,1.5857,3.741,5885.1416,0.1511,0.442,3013.4487,110.1707
2022/7/20 19:08,32.0761,0.1225,38.9048,11.8923,1773.9674,1221.9794,0.1521,11.4648,224.0,8.7,27.0439,31.2936,0.2156,8.1497,6005.2725,0.1707,1.2028,4401.6211,122.2512,1.7094,3.3621,5928.3257,0.1307,0.4243,3013.3506,110.2431
2022/7/20 19:10,32.0761,0.1225,38.9048,11.8923,1760.9945,730.0703,0.1521,11.4345,224.0,8.7,27.0485,31.2936,0.2077,8.0398,6190.9639,0.1377,1.3347,4402.4062,122.2512,1.6407,3.4956,5872.1865,0.126,0.3725,3018.0615,110.6047
2022/7/20 19:12,32.0761,0.1225,38.9048,11.8923,1671.4877,1276.8029,0.1521,11.3943,224.0,8.7,27.056,31.2928,0.2018,8.2066,6190.9639,0.1625,1.1321,4403.4863,122.2512,1.7153,3.2561,5931.0742,0.1444,0.6151,3016.8838,110.3878
2022/7/20 19:14,32.0761,0.1225,38.9048,11.8923,1710.0295,804.42,0.1521,11.3498,224.0,8.7,27.0619,31.2917,0.1999,8.344,6031.5752,0.2111,1.4949,4402.3086,122.2512,1.9057,2.9166,5853.3423,0.1546,0.4302,3008.9341,110.6771
2022/7/20 19:16,32.0761,0.1225,38.9048,11.8923,1618.0895,809.3015,0.1577,11.3346,224.0,8.7,27.0629,31.29,0.2018,8.5835,5926.7559,0.1719,1.5683,4403.4863,122.4682,2.045,2.6064,5959.7324,0.133,0.3619,3010.2102,110.8941
2022/7/20 19:18,32.0761,0.1225,38.9048,11.8923,1679.75,1262.1581,0.1577,11.3292,224.0,8.7,27.0601,31.29,0.1999,8.1045,5958.5547,0.1538,1.8533,4403.0938,122.5405,1.8507,2.9166,5898.8813,0.1342,0.387,3014.1357,110.9664
2022/7/20 19:20,32.0761,0.1225,38.9048,11.8923,1676.9139,1209.5879,0.1577,11.3835,224.0,8.7,27.0568,31.2905,0.2117,8.0123,6068.4775,0.2045,1.2071,4402.21,122.6852,1.7349,3.1894,5909.874,0.1146,0.5256,3014.6265,111.1111
2022/7/20 19:22,32.0761,0.1225,38.9048,11.8923,1780.7751,809.3015,0.1577,11.3498,224.0,8.7,27.0559,31.2905,0.2018,8.7209,6081.8257,0.1636,1.1255,4402.9951,123.2639,1.676,3.3621,5917.3335,0.1632,0.3756,3017.1782,111.2557
2022/7/20 19:24,32.0761,0.1225,38.9048,11.8923,1777.0175,814.934,0.1577,11.3086,224.0,8.7,27.0579,31.2901,0.2097,7.6354,5993.1016,0.1456,1.4022,4403.0938,124.4937,1.9292,2.8479,5896.5264,0.1664,0.4176,3009.1304,111.6175
2022/7/20 19:26,32.0761,0.1225,38.9048,11.8923,1751.7804,1258.0277,0.1577,11.3086,224.0,8.7,27.0649,31.2915,0.2077,8.1085,6102.2393,0.1448,1.0709,4402.21,125.434,1.8055,3.1207,5894.9561,0.1373,0.5802,3012.1729,111.8345
2022/7/20 19:28,32.0761,0.1225,38.9048,11.8923,1700.1193,519.413,0.1577,11.2858,224.0,8.7,27.0743,31.2908,0.1999,7.8651,6068.085,0.1314,0.9782,4402.0137,125.7957,1.6819,3.3307,5922.4365,0.1632,0.4392,3014.6265,112.4131
2022/7/20 19:30,32.0761,0.1225,38.9048,11.8923,1676.1547,565.9754,0.1577,11.301,224.0,8.7,27.0836,31.291,0.2018,7.9004,6158.772,0.1507,1.1667,4403.584,126.085,1.6505,3.4328,5942.8511,0.2041,0.5138,3018.5522,113.1366
2022/7/20 19:32,32.0761,0.1225,38.9048,11.8923,1062.6799,132.2692,0.1577,11.2815,224.0,8.7,27.0873,31.2901,0.2136,8.2851,6058.2705,0.2021,1.0956,4404.958,127.0255,1.7349,3.2561,5994.6724,0.1499,0.5295,3013.3506,113.2812
2022/7/20 19:34,32.0761,0.1225,38.9048,11.8923,1150.2064,696.275,0.1577,11.2359,224.0,8.7,27.0888,31.2913,0.2097,8.7287,6103.0249,0.1738,1.3041,4403.9766,128.1105,1.7153,3.2895,5818.4023,0.133,0.4502,3010.3081,113.4259
2022/7/20 19:36,32.0761,0.1225,38.9048,11.8923,1213.1813,192.7252,0.1571,11.212,224.0,8.7,27.1021,31.2896,0.2136,7.8415,6109.3066,0.1479,1.5809,4402.4062,128.8339,2.0411,2.7438,5925.1851,0.168,0.3537,3015.6079,113.4259
2022/7/20 19:38,32.0761,0.1225,38.9048,11.8923,1930.0175,196.8558,0.1571,11.199,224.0,8.7,27.1217,31.2904,0.2136,7.9455,6078.293,0.142,1.2059,4401.0322,129.1233,1.8664,3.0167,5874.542,0.1483,0.6336,3008.4434,113.4983
2022/7/20 19:40,32.0761,0.1225,38.9048,11.8923,1885.3801,471.7241,0.1571,11.1936,224.0,8.7,27.139,31.293,0.2018,8.0358,6140.7129,0.0922,1.2593,4400.3457,129.1233,1.731,3.2601,5900.4521,0.1248,0.5495,3013.7432,113.4983
2022/7/20 19:42,32.0761,0.1225,38.9048,11.8923,1835.9875,535.1841,0.1571,11.2196,224.0,8.7,27.1327,31.2938,0.2097,8.66,6123.832,0.2245,1.1416,4402.21,129.1233,1.8487,3.052,5907.9111,0.1621,0.4695,3012.9578,113.5706
2022/7/20 19:44,32.0761,0.1225,38.9048,11.8923,1844.6509,184.8397,0.1571,11.1795,224.0,8.7,27.1208,31.2932,0.2156,7.6374,6105.3809,0.1252,1.3222,4403.29,129.1233,2.0274,2.6771,5947.9551,0.146,0.5311,3011.2896,113.9323
2022/7/20 19:46,32.0761,0.1225,38.9048,11.8923,1800.0306,146.9138,0.1571,11.1306,224.0,8.7,27.1147,31.2942,0.2117,7.5333,6097.1362,0.23,1.3673,4403.0938,129.1233,2.1451,2.471,6037.0713,0.1589,1.0387,3014.4302,114.2216
2022/7/20 19:48,32.0761,0.1225,38.9048,11.8923,1857.2056,670.3652,0.1571,11.1296,224.0,8.7,27.1134,31.2928,0.1999,7.9004,6119.1211,0.2131,1.3693,4401.7197,129.1956,2.2119,2.365,6004.8794,0.1625,0.7274,3009.6211,114.3663
2022/7/20 19:50,32.0761,0.1225,38.9048,11.8923,1902.3416,867.8799,0.1571,11.1079,224.0,8.7,27.1137,31.2929,0.1999,7.5235,6139.9277,0.1813,1.4446,4403.29,129.3403,2.2766,2.3316,5987.2129,0.1487,0.7973,3009.4248,114.728
2022/7/20 19:52,32.0761,0.1225,38.9048,11.8923,1946.4982,641.076,0.1571,11.1274,224.0,8.7,27.1203,31.2936,0.2136,8.3558,6099.4917,0.2072,1.5868,4403.0938,129.702,1.939,2.7458,6018.6196,0.1664,0.9461,3015.7061,115.5961
2022/7/20 19:54,32.0761,0.1225,38.9048,11.8923,1904.8806,804.7954,0.1571,11.1133,224.0,8.7,27.1307,31.2938,0.1999,7.2507,6106.1655,0.1055,1.7245,4403.7803,130.4977,1.7859,3.0147,6024.9014,0.1334,1.2032,3009.3267,115.9578
2022/7/20 19:56,32.0761,0.1225,38.9048,11.8923,1852.5707,1389.0782,0.1536,11.0807,224.0,8.7,27.1428,31.2932,0.1999,8.0358,6114.0176,0.1303,1.8796,4404.4678,130.9318,2.3748,2.1942,6059.8408,0.144,1.5538,3014.9209,116.4641
2022/7/20 19:58,32.0761,0.1225,38.9048,11.8923,1757.6252,878.7695,0.1536,11.0655,224.0,8.7,27.1493,31.2929,0.2117,7.9416,6030.79,0.1456,1.9334,4404.5654,131.7275,2.5986,1.9253,6110.877,0.1413,2.0767,3010.4062,116.5364
2022/7/20 20:00,32.0761,0.1225,38.9048,11.8923,1767.8512,793.9058,0.1536,11.0438,224.0,8.7,27.1553,31.2929,0.2018,7.7296,5927.1479,0.1774,2.1191,4405.7432,132.3785,2.2629,2.2629,6037.0713,0.177,2.2172,3011.6821,116.7535
2022/7/20 20:02,32.0761,0.0441,38.9048,11.8923,1278.3881,1180.2985,0.1536,11.0428,224.0,8.7,27.1608,31.2926,0.2156,8.0142,5858.8384,0.1605,2.24,4405.0566,132.4508,1.9469,2.7144,5945.207,0.144,2.2165,3018.6504,116.7535
2022/7/20 20:04,29.5524,0.018,38.9048,11.8923,1322.5682,1164.1519,0.1536,11.0807,224.0,8.7,27.1692,31.2919,0.2097,8.1791,5962.0879,0.1224,2.4465,4403.584,132.5955,1.8291,2.9833,6050.4194,0.1566,2.1014,3012.0747,116.8258
2022/7/20 20:06,28.5132,0.018,38.9048,11.8923,1406.3527,827.3256,0.1536,11.046,224.0,8.7,27.1882,31.2919,0.2117,7.8395,5929.896,0.1554,2.3751,4404.4678,132.5955,1.7015,3.2581,6025.2939,0.1707,1.8938,3011.584,116.8258
2022/7/20 20:08,28.5132,0.018,38.9048,11.8923,1975.3109,748.8455,0.1536,11.0026,224.0,8.7,27.2093,31.2903,0.2097,8.1477,5854.9126,0.144,2.4461,4402.4062,132.5955,1.8193,2.9539,5929.5034,0.1436,2.1937,3011.0933,116.8981
2022/7/20 20:10,28.5132,0.018,38.9048,11.8923,1922.6023,1182.5515,0.1536,11.0102,224.0,8.7,27.2256,31.2909,0.2136,7.3979,5872.1865,0.1181,2.4422,4401.916,132.5955,2.153,2.4042,6053.167,0.142,1.915,3014.2339,117.0428
2022/7/20 20:12,28.5132,0.018,38.9048,11.8923,1891.1002,914.0668,0.1536,10.9896,224.0,8.7,27.2245,31.2905,0.2097,7.7355,5903.5928,0.1154,2.4873,4402.0137,132.5955,1.9606,2.7477,5970.7246,0.1699,2.3209,3010.897,117.1875
2022/7/20 20:14,28.5132,0.018,38.9048,11.8923,1895.5399,1167.5315,0.1536,11.0308,224.0,8.7,27.2157,31.291,0.2136,7.8101,5960.9102,0.1958,2.5674,4402.7988,132.5955,1.7879,3.054,5949.5254,0.1487,2.2883,3007.8545,117.7662
2022/7/20 20:16,28.5132,0.018,38.9048,11.8923,1832.7539,717.6787,0.1565,11.0265,224.0,8.7,27.206,31.291,0.2038,7.5922,6036.6787,0.2406,2.5117,4402.5049,132.5955,1.6956,3.3268,5998.9907,0.1444,2.1403,3017.3745,118.2725
2022/7/20 20:18,28.5132,0.018,38.9048,11.8923,1773.4374,1245.2606,0.1565,10.9993,224.0,8.7,27.1982,31.2911,0.2136,7.9102,5921.6519,0.1656,2.6927,4404.8604,132.5955,1.6151,3.4956,6015.479,0.1727,1.7336,3009.0322,119.213
2022/7/20 20:20,28.5132,0.018,38.9048,11.8923,1836.3634,866.0024,0.1565,10.9831,224.0,8.7,27.1931,31.2895,0.2097,7.602,5949.5254,0.1393,2.5643,4404.4678,132.5955,1.6367,3.4976,5980.1465,0.1797,1.8251,3012.5654,119.5746
2022/7/20 20:22,28.5132,0.018,38.9048,11.8923,1497.7717,805.9219,0.1565,10.9462,224.0,8.7,27.1937,31.2878,0.2097,8.3519,6060.626,0.1715,2.4257,4405.7432,132.5955,1.6053,3.5663,5967.9766,0.1511,1.7768,3011.9766,120.0087
2022/7/20 20:24,28.5132,0.018,38.9048,11.8923,1464.2346,598.6442,0.1565,10.9408,224.0,8.7,27.1995,31.2891,0.2058,7.7669,5966.4062,0.1208,2.5929,4404.3691,132.5955,1.5896,3.7056,5943.2441,0.1397,1.2829,3016.3931,120.1534
2022/7/20 20:26,28.5132,0.018,38.9048,11.8923,1491.6279,561.8448,0.1565,10.9787,224.0,8.7,27.211,31.2896,0.2018,7.8984,5889.0679,0.2304,2.7932,4404.3691,132.5955,1.5327,3.845,5983.6797,0.1978,1.1675,3011.8784,120.1534
2022/7/20 20:28,28.5132,0.018,38.9048,11.8923,1879.3878,-679.1932,0.1565,10.9505,224.0,8.7,27.2213,31.2898,0.2018,8.9937,5997.0278,0.1381,2.4614,4402.9951,132.5955,1.4974,3.9432,5999.7764,0.1931,1.1565,3008.051,120.4427
2022/7/20 20:30,28.5132,0.018,38.9048,11.8923,1850.9539,159.6809,0.1565,10.9169,224.0,8.7,27.2307,31.2883,0.1999,7.4528,6059.4482,0.1173,2.3264,4403.4863,132.5955,1.466,4.0472,5912.623,0.1283,1.0815,3013.3506,120.4427
2022/7/20 20:32,28.5132,0.018,38.9048,11.8923,1775.8972,625.3049,0.1565,10.8963,224.0,8.7,27.2297,31.2887,0.2058,8.2478,6058.6631,0.2241,2.3747,4402.3086,132.5955,1.4777,4.11,5905.1631,0.1695,0.7506,3014.0376,120.5151
2022/7/20 20:34,28.5132,0.018,38.9048,11.8923,1799.5535,232.904,0.1565,10.8974,224.0,8.7,27.2225,31.2891,0.2038,7.6648,6037.0713,0.2598,2.3099,4401.8174,132.5955,1.4542,4.0413,5894.9561,0.1424,0.7058,3012.3694,120.8044
2022/7/20 20:36,28.5132,0.018,38.9048,11.8923,1678.7649,581.7466,0.1558,10.9462,224.0,10.7,27.2182,31.29,0.1999,7.6609,5938.1401,0.0906,2.6538,4403.584,132.7401,1.4483,4.0766,5992.709,0.1613,0.6834,3013.9395,121.0938
2022/7/20 20:38,28.5132,0.018,34.285,11.8923,1768.3121,132.6447,0.1558,10.9353,137.7,10.7,27.2219,31.2914,0.2136,7.7728,6072.4033,0.1487,2.2526,4404.958,132.7401,1.5994,3.633,5967.9766,0.1648,0.5048,3018.0615,121.6001
2022/7/20 20:40,28.5132,0.018,33.2584,11.8923,1792.6578,533.6821,0.1558,10.9115,137.7,10.7,27.2279,31.291,0.1999,8.0358,5957.377,0.2488,2.3444,4403.0938,132.8125,1.5484,3.6684,5948.7402,0.1511,0.6481,3015.5098,122.1788
2022/7/20 20:42,28.5132,0.018,33.2584,11.8923,1801.6669,277.9644,0.1558,10.8778,137.7,10.7,27.2367,31.29,0.2136,7.7414,6025.686,0.1695,2.2129,4404.3691,132.8125,1.5052,3.8077,5929.5034,0.2288,0.4231,3013.5469,122.6852
2022/7/20 20:44,28.5132,0.018,33.2584,11.8923,1624.4874,199.4843,0.1558,10.8637,137.7,10.7,27.2505,31.2911,0.2136,7.5353,6045.3154,0.2567,2.1984,4405.0566,132.9572,1.4679,3.8764,5911.8374,0.1687,0.4553,3008.1489,123.0469
2022/7/20 20:46,28.5132,0.018,33.2584,11.8923,1562.9495,675.2468,0.1558,10.8735,137.7,10.7,27.2643,31.2916,0.2097,8.0103,6018.6196,0.2665,2.3331,4403.0938,133.1742,1.5916,3.635,5945.5996,0.1444,0.4644,3008.4434,123.1915
2022/7/20 20:48,28.5132,0.018,33.2584,10.7335,1555.8816,614.4153,0.1558,10.8757,137.7,10.7,27.2769,31.2909,0.2077,7.3567,5971.9028,0.1256,2.3264,4405.0566,133.3912,1.7584,3.2247,5896.9189,0.1377,0.5166,3011.4858,123.4086
2022/7/20 20:50,28.5132,0.018,33.2584,10.5505,1483.3065,-2135.3945,0.1558,10.829,137.7,10.7,27.2845,31.2899,0.2136,7.7728,6028.042,0.3038,2.185,4403.584,133.4636,1.674,3.4328,5853.3423,0.1542,0.4702,3014.0376,123.4086
2022/7/20 20:52,28.5132,0.018,33.2584,10.5505,1487.0272,807.0484,0.1558,10.7964,137.7,10.7,27.2911,31.2909,0.2018,7.9004,6016.2642,0.3588,1.9683,4402.21,134.0422,1.6112,3.5663,5867.4761,0.1786,0.5005,3012.0747,123.6979
2022/7/20 20:54,28.5132,0.018,33.2584,10.5505,1607.5992,1210.3387,0.1558,10.8203,137.7,10.7,27.2987,31.2895,0.1999,8.3106,5965.6211,0.2657,2.0202,4403.29,134.4763,1.5936,3.7017,5891.0303,0.1829,0.5676,3016.4912,123.6255
2022/7/20 20:56,28.5132,0.018,33.2584,10.5505,1616.3149,807.4239,0.1534,10.8181,137.7,10.7,27.3041,31.2867,0.2156,7.8788,5977.791,0.2445,2.0209,4400.542,134.838,1.5484,3.6703,5972.2949,0.1797,0.7513,3008.4434,123.6255
2022/7/20 20:58,28.5132,0.018,33.2584,10.5505,1701.9183,1162.6499,0.1534,10.8453,137.7,10.7,27.3104,31.2886,0.1979,7.6256,5917.7261,0.252,2.1815,4402.9951,135.1273,1.5563,3.7351,5874.1494,0.1625,0.6336,3014.332,123.6979
2022/7/20 21:00,28.5132,0.018,33.2584,10.5505,1604.4086,714.6746,0.1534,10.8127,137.7,10.7,27.3174,31.2863,0.2077,8.0771,5962.873,0.2759,2.0068,4399.7568,135.489,1.4954,3.8097,5946.7773,0.1267,0.6186,3016.3931,123.6979
2022/7/20 21:02,28.5132,0.018,33.2584,10.5505,1701.7924,1233.9956,0.1534,10.7693,137.7,10.7,27.3237,31.2856,0.2018,7.1525,6028.4346,0.1809,1.9597,4399.0693,135.6337,1.466,3.8764,5908.3037,0.1562,0.6398,3006.9712,123.6979
